Airfoil 363 e478
  1.000000  0.000000
  0.996270  0.000280
  0.985510  0.001400
  0.968600  0.003500
  0.946040  0.006200
  0.917960  0.009340
  0.884620  0.013070
  0.846600  0.017470
  0.804480  0.022530
  0.758910  0.028180
  0.710570  0.034300
  0.660130  0.040740
  0.608280  0.047300
  0.555700  0.053800
  0.503020  0.059990
  0.450870  0.065650
  0.399850  0.070560
  0.350490  0.074480
  0.303320  0.077200
  0.258790  0.078480
  0.217200  0.078040
  0.178670  0.075820
  0.143420  0.071910
  0.111670  0.066400
  0.083600  0.059390
  0.059380  0.051070
  0.039120  0.041650
  0.022910  0.031410
  0.010870  0.020700
  0.003100  0.009990
  0.001630  0.006860
  0.000890  0.004820
  0.000350  0.002840
  0.000170  0.001870
  0.000040  0.000930
  0.000000  0.000000
  0.000040  -0.000930
  0.000170  -0.001870
  0.000350  -0.002840
  0.000890  -0.004820
  0.001630  -0.006860
  0.003100  -0.009990
  0.010870  -0.020700
  0.022910  -0.031410
  0.039120  -0.041650
  0.059380  -0.051070
  0.083600  -0.059390
  0.111670  -0.066400
  0.143420  -0.071910
  0.178670  -0.075820
  0.217200  -0.078040
  0.258790  -0.078480
  0.303320  -0.077200
  0.350490  -0.074480
  0.399850  -0.070560
  0.450870  -0.065650
  0.503020  -0.059990
  0.555700  -0.053800
  0.608280  -0.047300
  0.660130  -0.040740
  0.710570  -0.034300
  0.758910  -0.028180
  0.804480  -0.022530
  0.846600  -0.017470
  0.884620  -0.013070
  0.917960  -0.009340
  0.946040  -0.006200
  0.968600  -0.003510
  0.985510  -0.001400
  0.996270  -0.000280
  1.000000  0.000000
