Airfoil 694 e377m
  1.000000  0.000000
  0.997100  0.000400
  0.988409  0.001590
  0.974067  0.003630
  0.954335  0.006641
  0.929563  0.010601
  0.900140  0.015452
  0.866487  0.021122
  0.829073  0.027513
  0.788389  0.034493
  0.744984  0.041934
  0.699410  0.049665
  0.652255  0.057516
  0.604120  0.065277
  0.555626  0.072727
  0.507361  0.079598
  0.459926  0.085539
  0.413731  0.090069
  0.368947  0.092929
  0.325773  0.093979
  0.284388  0.093169
  0.244954  0.090549
  0.207581  0.086259
  0.172507  0.080598
  0.140054  0.073817
  0.110531  0.066117
  0.084188  0.057676
  0.061246  0.048715
  0.041864  0.039454
  0.026153  0.030133
  0.014181  0.021022
  0.005921  0.012441
  0.001260  0.004820
  0.000000  -0.001020
  0.003140  -0.004060
  0.011311  -0.004630
  0.024322  -0.002040
  0.042804  0.003630
  0.064906  0.012501
  0.087489  0.024312
  0.112181  0.039164
  0.139914  0.055006
  0.171677  0.068827
  0.207621  0.079308
  0.244924  0.085509
  0.284428  0.088209
  0.326273  0.088609
  0.369497  0.087139
  0.413741  0.084108
  0.460946  0.079648
  0.508391  0.074117
  0.555656  0.067707
  0.604820  0.060276
  0.652875  0.052495
  0.699370  0.044704
  0.745365  0.036924
  0.788759  0.029503
  0.829083  0.022502
  0.866667  0.015972
  0.900280  0.010581
  0.929593  0.006601
  0.954515  0.003910
  0.974227  0.002120
  0.988489  0.000930
  0.997110  0.000230
  1.000000  0.000000
